EFT_PERIODO	EFT_VIVIENDA	EFT_ESTRATO	EFT_EN	EFT_UPM	EFT_ANO	EFT_SEMESTRE	EFT_PROVINCIA	EFT_MUNICIPIO	EFT_ZONA	EFT_BARRIO_SECCION	EFT_PARAJE	EFT_NO_ORDEN_UPM	EFT_ROTACION	EFT_ENCUESTADOR	EFT_SUPERVISOR	EFT_CRITICO_CODIFICADOR	EFT_DIGITADOR	EFT_CANT_HOGARES	EFT_USO_VIV_ORIGINAL	EFT_USO_VIV_RESERVA	EFT_CUAL_UTILIZO	EFT_POR_QUE	EFT_TIPO_VIVIENDA	EFT_NO_DE_CASAS	EFT_NO_DE_PISOS	EFT_NO_APTO_POR_PISO	EFT_PARED_EXTERIOR	EFT_PARED_INTERIOR	EFT_TECHO	EFT_PISO	EFT_TIPO_TENENCIA	EFT_CANT_CUARTOS	EFT_CANT_DORMITORIOS	EFT_UBICACION_COCINA	EFT_COMBUSTIBLE_COCINA	EFT_AGUA_RED_PUBLICA	EFT_TIPO_SANITARIO	EFT_ESTADO_VIVIENDA	EFT_APARIENCIA_VIVIENDA	EFT_PAGA_ALQUILER	EFT_MONTO_ALQUILER	EFT_PERIODO_PAGO_ALQ	EFT_MONTO_PROBABLE_ALQ	EFT_POR_QUE_UTILIZO_ABC	EFT_FACTOR_EXP	EFT_POR_QUE_RESERVA	EFT_POR_QUE_NO_REALIZO	EFT_POR_QUE_NO_REALIZO_OTROS	EFT_ALUMBRADO_PUBLICO	EFT_CALLES_ASFALTADAS	EFT_TIPO_VIVIENDA_ESP	EFT_PARED_EXTERIOR_ESP	EFT_PARED_INTERIOR_ESP	EFT_TECHO_ESP	EFT_PISO_ESP	EFT_TENENCIA_ESP	EFT_COMBUSTIBLE_COCINA_ESP	EFT_MONTO_ALQUILER_DOLARES	EFT_MONTO_PROBABLE_ALQ_DOLARES	EFT_DURACION_ENTREVISTA	EFT_NUMERO_VISITAS	EFT_TIPO_ALUMBRADO_VIV	EFT_TIPO_ALUMBRADO_VIV_ESP	EFT_COMO_ELIMINA_BASURA	EFT_COMO_ELIMINA_BASURA_ESP	EFT_TIEMPO_PAGA_ALQUILER
1/2000	4,256	7	0	426			2	201	0	LA FRONTERA ( LA COLONIA ESPA%OLA )		6	0	101	166	82,031	13,900	1	2	1	A		1	0	0	0	1	1	1	4	7	4	3	1	1	1	1	2	4	1	700.00	2	0.00		466																					
1/2000	4,257	7	0	426			2	201	0	LA FRONTERA ( LA COLONIA ESPA%OLA )		7	0	101	166	82,031	13,900	1	1				1	0	0	0	2	2	6	7	7	4	3	1	1	1	1	1	1	1	2,500.00	2	0.00		466																					
1/2000	4,258	7	0	426			2	201	0	LA FRONTERA ( LA COLONIA ESPA%OLA )		8	0	101	166	82,031	13,900	1	1				1	0	0	0	2	2	1	4	7	4	2	1	1	1	1	2	3	1	700.00	2	0.00		466																					
1/2000	4,259	7	0	426			2	201	0	LA FRONTERA ( LA COLONIA ESPA%OLA )		9	0	101	166	82,031	13,900	1	1				1	0	0	0	1	1	1	4	1	6	4	1	1	1	1	2	4	2	0.00	0	2,500.00		466																					
1/2000	4,260	7	0	426			2	201	0	LA FRONTERA ( LA COLONIA ESPA%OLA )		10	0	101	166	82,031	13,900	1	1				1	0	0	0	1	1	1	4	4	3	2	1	1	1	1	2	4	2	0.00	0	800.00		466																					
1/2000	4,261	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		1	0	116	167	88,263	88,263	1	1				1	0	0	0	2	2	6	4	8	4	3	1	1	1	2	2	4	2	0.00	0	1,500.00		590																					
1/2000	4,262	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		2	0	116	167	88,263	88,263	1	1				1	0	0	0	9	14	19	4	4	4	3	1	1	1	3	3	5	2	0.00	0	1,000.00		590																					
1/2000	4,263	7	0	427	2,000	1	17	1,703	0	BO. NUESTRO ESFUERZO		3	0	116	167	88,263	88,263	1	1				1	0	0	0	6	14	19	4	7	3	1	2	1	1	3	3	5	1	600.00	2	0.00		591																					
1/2000	4,264	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		4	0	116	167	88,263	88,263	1	1				1	0	0	0	6	14	19	4	7	4	3	1	1	1	2	1	4	1	1,000.00	2	0.00		590																					
1/2000	4,265	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		5	0	116	167	88,263	88,263	1	1				1	0	0	0	6	14	19	4	4	3	2	1	1	1	3	3	4	2	0.00	0	500.00		591																					
1/2000	4,266	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		6	0	116	167	88,263	88,263	1	1				1	0	0	0	6	14	19	4	4	3	2	2	1	1	2	3	4	2	0.00	0	1,000.00		591																					
1/2000	4,267	7	0	427	2,000	1	17	1,703	0	BO. NUESTRO ESFUERZO		7	0	116	167	88,263	88,263	1	2	1	A		1	0	0	0	6	14	19	4	8	2	1	1	1	2	4	2	4	2	0.00	0	300.00		590																					
1/2000	4,268	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		8	0	116	167	88,263	88,263	1	1				1	0	0	0	9	14	19	4	7	2	1	1	1	1	3	3	5	1	250.00	2	0.00		591																					
1/2000	4,269	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		9	0	116	167	88,263	88,263	1	2	1	C		2	0	0	0	9	14	19	4	1	4	2	2	4	2	3	3	5	2	0.00	0	600.00		591																					
1/2000	4,270	7	0	427			17	1,703	0	BO. NUESTRO ESFUERZO		10	0	116	167	88,263	88,263	1	1				1	0	0	0	6	6	19	4	5	3	2	1	1	1	4	2	4	2	0.00	0	500.00		591																					
1/2000	4,271	7	0	428			17	1,701	0	LA JAVILLA		1	0	123	167	88,263	88,263	1	1				2	0	0	0	6	6	19	4	5	5	4	1	1	1	3	2	4	2	0.00	0	2,500.00		343																					
1/2000	4,272	7	0	428			17	1,701	0	LA JAVILLA		2	0	123	167	88,263	88,263	1	1				1	0	0	0	21	21	19	4	5	2	1	3	1	1	3	2	5	2	0.00	0	400.00		344																					
1/2000	4,273	7	0	428			17	1,701	0	LA JAVILLA		3	0	123	167	88,263	88,263	1	1				1	0	0	0	21	21	19	4	5	2	1	3	4	1	4	3	5	2	0.00	0	300.00		343																					
1/2000	4,274	7	0	428			17	1,701	0	LA JAVILLA		4	0	123	167	88,263	88,263	1	1				1	0	0	0	6	6	19	4	5	2	1	1	1	1	3	2	4	2	0.00	0	1,500.00		344																					
1/2000	4,275	7	0	428			17	1,701	0	LA JAVILLA		5	0	123	167	88,263	88,263	1	2	1	A		1	0	0	0	9	14	19	4	1	4	2	1	1	1	3	2	5	2	0.00	0	1,500.00		344																					
1/2000	4,276	7	0	428			17	1,701	0	LA JAVILLA		6	0	123	167	88,263	88,263	1	1				3	2	0	0	2	19	19	5	1	1	0	3	4	1	3	1	3	2	0.00	0	500.00		343																					
1/2000	4,277	7	0	428			17	1,701	0	LA JAVILLA		7	0	123	167	88,263	88,263	1	1				1	0	0	0	2	20	19	4	1	1	0	3	4	2	3	1	3	2	0.00	0	500.00		344																					
1/2000	4,278	7	0	428			17	1,701	0	LA JAVILLA		8	0	123	167	88,263	88,263	1	1				1	0	0	0	9	9	19	4	5	2	1	1	1	1	3	2	5	2	0.00	0	400.00		344																					
1/2000	4,279	7	0	428			17	1,701	0	LA JAVILLA		9	0	123	167	88,263	88,263	1	1				1	0	0	0	19	19	19	4	1	3	2	1	1	1	3	2	5	2	0.00	0	500.00		344																					
1/2000	4,280	7	0	428			17	1,701	0	LA JAVILLA		10	0	123	167	88,263	88,263	1	1				3	3	0	0	19	19	19	4	7	2	1	3	1	1	2	2	3	1	450.00	2	0.00		344																					
1/2000	4,281	7	0	429			21	2,101	0	LAVAPIE I		2	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	6	12	5	5	4	1	1	2	1	1	3	2	0.00	0	3,000.00		528																					
1/2000	4,282	7	0	429			21	2,101	0	LAVAPIE I		7	0	117	165	87,034	79,004	1	1				1	0	0	0	2	2	6	12	8	4	3	1	1	1	1	2	4	2	0.00	0	2,000.00		528																					
1/2000	4,283	7	0	429			21	2,101	0	LAVAPIE I		6	0	117	165	87,034	79,004	1	1				2	0	0	0	9	14	19	4	7	2	1	1	1	2	2	3	5	1	800.00	2	0.00		529																					
1/2000	4,284	7	0	429			21	2,101	0	LAVAPIE I		4	0	117	165	87,034	79,004	1	2	1	A		1	0	0	0	2	2	6	12	5	4	3	1	1	1	1	2	3	2	0.00	0	2,000.00		528																					
1/2000	4,285	7	0	429			21	2,101	0	LAVAPIE I		9	0	117	165	87,034	79,004	1	1				1	0	0	0	2	2	19	4	5	5	3	1	1	1	1	2	4	2	0.00	0	2,000.00		528																					
1/2000	4,286	7	0	429			21	2,101	0	LAVAPIE I		10	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	19	4	7	3	2	1	1	1	3	3	4	1	1,300.00	2	0.00		528																					
1/2000	4,287	7	0	429			21	2,101	0	LAVAPIE I		8	0	117	165	87,034	79,004	1	1				1	0	0	0	9	9	19	4	5	4	3	1	1	1	1	3	5	2	0.00	0	1,000.00		528																					
1/2000	4,288	7	0	429			21	2,101	0	LAVAPIE I		1	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	19	4	7	2	1	1	1	1	2	2	4	1	800.00	2	0.00		529																					
1/2000	4,289	7	0	429			21	2,101	0	LAVAPIE I		3	0	117	165	87,034	79,004	1	1				1	0	0	0	2	2	19	4	7	4	2	1	1	1	1	3	4	1	1,000.00	2	0.00		528																					
1/2000	4,290	7	0	429			21	2,101	0	LAVAPIE I		5	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	6	4	7	3	2	1	1	1	1	2	4	1	1,600.00	2	0.00		528																					
1/2000	4,291	7	0	430			21	2,101	0	BO. B		9	0	117	165	87,034	79,004	1	2	1	A		2	0	0	0	2	2	6	12	7	3	2	1	1	1	1	3	4	1	1,700.00	2	0.00		567																					
1/2000	4,292	7	0	430			21	2,101	0	BO. B		8	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	6	12	5	4	2	1	1	1	1	1	2	2	0.00	0	3,000.00		567																					
1/2000	4,293	7	0	430			21	2,101	0	BO. B		3	0	117	165	87,034	79,004	1	1				2	0	0	0	9	9	19	4	7	2	1	1	1	1	1	3	4	1	500.00	2	0.00		567																					
1/2000	4,294	7	0	430			21	2,101	0	BO. B		10	0	117	165	87,034	79,004	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	2	4	1	600.00	2	0.00		567																					
1/2000	4,295	7	0	430			21	2,101	0	BO. B		7	0	117	165	87,034	79,004	1	1				1	0	0	0	2	2	6	12	5	5	3	1	1	1	1	2	3	2	0.00	0	2,500.00		567																					
1/2000	4,296	7	0	430			21	2,101	0	BO. B		2	0	117	165	87,034	79,004	1	2	1	B		2	0	0	0	2	2	6	12	7	5	3	1	1	1	1	2	3	1	3,200.00	2	0.00		566																					
1/2000	4,297	7	0	430			21	2,101	0	BO. B		1	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	19	4	7	3	2	1	1	1	1	2	4	1	1,100.00	2	0.00		566																					
1/2000	4,298	7	0	430			21	2,101	0	BO. B		4	0	117	165	87,034	79,004	1	1				2	0	0	0	9	9	19	4	5	3	2	1	1	1	1	3	5	2	0.00	0	700.00		567																					
1/2000	4,299	7	0	430			21	2,101	0	BO. B		6	0	117	165	87,034	79,004	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	1	1	2	4	2	0.00	0	1,500.00		567																					
1/2000	4,300	7	0	430			21	2,101	0	BO. B		5	0	117	165	87,034	79,004	1	1				2	0	0	0	2	2	19	4	7	2	1	1	1	1	1	3	4	1	650.00	2	0.00		567																					
1/2000	4,301	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		1	0	115	165	82,031	93,169	1	1				3	2	0	0	9	9	19	4	7	3	2	1	1	1	3	3	5	1	800.00	2	0.00		484																					
1/2000	4,302	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		2	0	115	165	82,031	93,169	1	1				1	0	0	0	2	2	19	4	3	3	2	1	1	1	3	1	3	2	0.00	0	800.00		483																					
1/2000	4,303	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		3	0	115	165	82,031	93,169	1	1				1	0	0	0	9	14	19	4	5	3	1	1	1	1	3	2	4	2	0.00	0	700.00		483																					
1/2000	4,304	7	0	431	2,000	1	21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		4	0	115	165	82,031	93,169	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	3	2	3	2	0.00	0	1,500.00		483																					
1/2000	4,305	7	0	431	2,000	1	21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		5	0	115	165	82,031	93,169	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	3	2	3	2	0.00	0	1,300.00		483																					
1/2000	4,306	7	0	431	2,000	1	21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		6	0	115	165	82,031	93,169	1	1				1	0	0	0	9	11	19	4	6	3	2	1	1	1	2	3	4	2	0.00	0	400.00		483																					
1/2000	4,307	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )	PROLNG LA DELICIA	7	0	115	165	82,031	93,169	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	2	2	3	2	0.00	0	2,000.00		483																					
1/2000	4,308	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		8	0	115	165	82,031	93,169	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	3	2	3	2	0.00	0	1,000.00		483																					
1/2000	4,309	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		9	0	115	165	82,031	93,169	1	1				3	2	0	0	9	14	19	4	7	2	1	1	1	2	3	3	5	1	400.00	2	0.00		483																					
1/2000	4,310	7	0	431			21	2,108	0	LAS 80 CASITAS ( BO. LABORAL-LAS MDES. )		10	0	115	165	82,031	93,169	1	1				3	2	0	0	9	14	19	4	7	2	1	1	1	1	3	2	4	1	400.00	2	0.00		483																					
1/2000	4,311	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		3	0	124	165	82,031	79,004	1	1				1	0	0	0	2	2	6	4	5	6	3	1	1	1	3	2	4	2	0.00	0	2,500.00		394																					
1/2000	4,312	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		5	0	124	165	82,031	79,004	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	1	2	2	4	2	0.00	0	3,000.00		395																					
1/2000	4,313	7	0	432	2,000	1	21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		7	0	124	165	82,031	79,004	1	1				2	0	0	0	9	9	19	4	6	2	1	1	1	1	3	2	5	2	0.00	0	1,200.00		394																					
1/2000	4,314	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		4	0	124	165	82,031	79,004	1	1				2	0	0	0	2	2	6	4	7	3	2	1	1	1	2	2	4	1	700.00	2	0.00		394																					
1/2000	4,315	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		6	0	124	165	82,031	79,004	1	1				1	0	0	0	2	2	6	4	5	5	4	1	1	1	2	1	4	2	0.00	0	3,500.00		394																					
1/2000	4,316	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		10	0	124	165	82,031	79,004	1	1				1	0	0	0	9	3	19	4	7	4	3	1	1	1	3	3	5	1	700.00	2	0.00		394																					
1/2000	4,317	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		8	0	124	165	82,031	79,004	1	1				2	0	0	0	9	9	19	4	7	3	2	1	1	1	3	3	5	1	5.50	2	0.00		394																					
1/2000	4,318	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		1	0	124	165	82,031	79,004	1	1				1	0	0	0	9	3	19	4	5	4	3	2	1	1	3	3	5	2	0.00	0	1,000.00		394																					
1/2000	4,319	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		9	0	124	165	82,031	79,004	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	2	2	4	2	0.00	0	2,000.00		394																					
1/2000	4,320	7	0	432			21	2,102	0	MIRAMAR MEJORAMIENTO SOCIAL )		2	0	124	165	82,031	79,004	1	1				2	0	0	0	2	2	6	4	5	3	2	1	1	1	3	2	4	2	0.00	0	2,000.00		394																					
1/2000	4,321	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	PEDRO SANTANA	6	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	19	4	5	3	2	2	4	2	4	3	5	2	0.00	0	300.00		555																					
1/2000	4,322	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	EL MONO	5	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	19	17	5	2	1	2	4	2	4	3	5	2	0.00	0	150.00		555																					
1/2000	4,323	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	EL MONO	4	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	19	17	5	3	2	2	4	2	4	3	5	2	0.00	0	150.00		555																					
1/2000	4,324	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	EL MONO	9	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	19	17	5	3	2	2	4	2	3	3	5	2	0.00	0	200.00		554																					
1/2000	4,325	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	EL MONO	7	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	19	17	5	3	2	2	4	2	3	3	5	2	0.00	0	100.00		554																					
1/2000	4,326	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	ARROYODO GRANDE	8	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	19	17	5	2	1	2	4	2	4	3	5	2	0.00	0	100.00		554																					
1/2000	4,327	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	EL MONO	10	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	18	17	5	2	1	2	4	2	3	3	5	2	0.00	0	100.00		554																					
1/2000	4,328	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	PEDRO SANTANA	1	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	18	17	6	2	1	2	4	2	4	3	5	2	0.00	0	100.00		554																					
1/2000	4,329	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	PEDRO SANTANA	2	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	18	17	6	2	1	2	4	2	4	3	5	2	0.00	0	100.00		554																					
1/2000	4,330	8	0	433			7	705	1	EL POMITO, TOCINO, EL MORRO, LA GUANA	EL MANENCE	3	0	113	164	91,159	89,453	1	1				1	0	0	0	15	15	18	17	5	2	1	2	4	2	4	3	5	2	0.00	0	50.00		554																					
1/2000	4,331	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	 COLONIA LA ALTAGRACIA	1	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	4	6	3	1	4	1	1	2	3	2	0.00	0	300.00		223																					
1/2000	4,332	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	 COLONIA LA ALTAGRACIA	8	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	1	6	3	1	1	1	1	1	4	2	0.00	0	200.00		222																					
1/2000	4,333	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	COLONIA LA ALTAGRACIA	3	0	120	174	88,263	88,263	1	1				1	0	0	0	9	9	19	4	4	6	3	1	4	1	1	2	4	2	0.00	0	200.00		222																					
1/2000	4,334	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	 COLONIA LA ALTAGRACIA	2	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	8	6	3	1	4	1	1	1	4	2	0.00	0	300.00		223																					
1/2000	4,335	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	COLONIA LA ALTAGRACIA	5	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	1	6	3	1	1	1	1	1	4	2	0.00	0	200.00		223																					
1/2000	4,336	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	COLONIA LA ALTAGRACIA	6	0	120	174	88,263	88,263	1	2	1	B		1	0	0	0	2	2	6	4	6	6	3	1	1	1	1	3	4	2	0.00	0	200.00		223																					
1/2000	4,337	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	COLONIA LA ALTAGRACIA	7	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	4	6	3	1	2	1	2	2	4	2	0.00	0	300.00		223																					
1/2000	4,338	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	COLONIA LA ALTAGRACIA	2	0	120	174	88,263	88,263	1	2	1	B		1	0	0	0	2	2	6	4	4	6	3	1	1	1	1	2	4	2	0.00	0	200.00		223																					
1/2000	4,339	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	COLONIA LA ALTAGRACIA	9	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	4	6	3	1	1	1	1	1	4	2	0.00	0	200.00		223																					
1/2000	4,340	8	0	434			16	1,601	1	MENCIA, COLONIA LA ALTAGRACIA	 COLONIA LA ALTAGRACIA	10	0	120	174	88,263	88,263	1	1				1	0	0	0	2	2	6	4	4	6	3	1	4	1	1	1	3	2	0.00	0	500.00		223																					
1/2000	4,341	8	0	435			10	1,002	1	BAITOA	BAITOA	7	0	108	174	91,159	91,159	1	1				1	0	0	0	15	15	21	17	5	2	1	2	4	1	4	3	5	2	0.00	0	50.00		329																					
1/2000	4,342	8	0	435			10	1,002	1	BAITOA	BAITOA	9	0	108	174	91,159	91,159	1	1				1	0	0	0	15	15	21	17	5	2	1	2	4	1	4	3	5	2	0.00	0	50.00		329																					
1/2000	4,343	8	0	435			10	1,002	1	BAITOA	BAITOA	5	0	108	174	91,159	91,159	1	1				1	0	0	0	9	9	19	4	7	2	1	2	5	2	4	3	5	1	50.00	2	0.00		329																					
1/2000	4,344	8	0	435			10	1,002	1	BAITOA	BAITOA	4	0	108	174	91,159	91,159	1	2	1	C		1	0	0	0	9	9	19	4	5	6	3	2	1	1	4	2	4	2	0.00	0	400.00		329																					
1/2000	4,345	8	0	435			10	1,002	1	BAITOA	BAITOA	6	0	108	174	91,159	91,159	1	1				1	0	0	0	15	15	21	4	7	2	1	2	1	1	4	3	5	1	100.00	2	0.00		329																					
1/2000	4,346	8	0	435			10	1,002	1	BAITOA	BAITOA	8	0	108	174	91,159	91,159	1	1				1	0	0	0	15	15	21	17	5	2	1	3	5	2	4	3	5	2	0.00	0	50.00		329																					
1/2000	4,347	8	0	435			10	1,002	1	BAITOA	BAITOA	1	0	108	174	91,159	91,159	1	1				1	0	0	0	15	15	21	4	5	2	1	3	5	2	4	3	5	2	0.00	0	250.00		328																					
1/2000	4,348	8	0	435			10	1,002	1	BAITOA	BAITOA	10	0	108	174	91,159	91,159	1	1				1	0	0	0	9	9	19	4	5	3	2	2	1	1	4	2	4	2	0.00	0	100.00		329																					
1/2000	4,349	8	0	435			10	1,002	1	BAITOA	BAITOA	2	0	108	174	91,159	91,159	1	1				1	0	0	0	9	9	21	17	1	2	1	3	1	2	4	3	5	2	0.00	0	50.00		328																					
1/2000	4,350	8	0	435			10	1,002	1	BAITOA	BAITOA	3	0	108	174	91,159	91,159	1	1				1	0	0	0	9	9	19	4	5	3	2	2	1	1	3	2	4	2	0.00	0	150.00		329																					
1/2000	4,351	8	0	436			22	2,205	1	PAJONAL	PAJONAL	4	0	122	164	88,263	88,263	1	1				2	0	0	0	6	6	19	4	5	3	2	2	4	2	3	3	4	2	0.00	0	500.00		354																					
1/2000	4,352	8	0	436			22	2,205	1	PAJONAL	PAJONAL	3	0	122	164	88,263	88,263	1	1				1	0	0	0	6	21	19	17	5	3	2	2	4	2	4	3	5	2	0.00	0	200.00		354																					
1/2000	4,353	8	0	436			22	2,205	1	PAJONAL	PAJONAL	2	0	122	164	88,263	88,263	1	1				1	0	0	0	16	16	21	17	5	2	1	2	4	2	3	3	5	2	0.00	0	150.00		354																					
1/2000	4,354	8	0	436			22	2,205	1	PAJONAL	PAJONAL	1	0	122	164	88,263	88,263	1	1				1	0	0	0	16	16	21	17	5	3	2	2	4	2	3	2	5	2	0.00	0	150.00		354																					
1/2000	4,355	8	0	436			22	2,205	1	PAJONAL	PAJONAL	8	0	122	164	88,263	88,263	1	1				1	0	0	0	6	14	19	4	5	3	2	2	4	2	3	3	4	2	0.00	0	350.00		354																					
1/2000	4,356	8	0	436			22	2,205	1	PAJONAL	PAJONAL	9	0	122	164	88,263	88,263	1	1				1	0	0	0	6	14	19	4	5	6	4	2	4	2	3	1	3	2	0.00	0	600.00		353																					
1/2000	4,357	8	0	436			22	2,205	1	PAJONAL	PAJONAL	10	0	122	164	88,263	88,263	1	1				1	0	0	0	15	3	19	17	5	3	2	2	4	2	3	3	5	2	0.00	0	300.00		353																					
1/2000	4,358	8	0	436			22	2,205	1	PAJONAL	PAJONAL	5	0	122	164	88,263	88,263	1	1				2	0	0	0	2	2	19	4	8	3	1	1	1	2	1	2	3	2	0.00	0	600.00		354																					
1/2000	4,359	8	0	436			22	2,205	1	PAJONAL	PAJONAL	6	0	122	164	88,263	88,263	1	1				1	0	0	0	16	16	19	17	5	2	1	2	4	2	3	3	5	2	0.00	0	150.00		354																					
1/2000	4,360	8	0	436			22	2,205	1	PAJONAL	PAJONAL	7	0	122	164	88,263	88,263	1	1				1	0	0	0	15	15	19	4	5	2	1	2	4	2	3	2	4	2	0.00	0	250.00		354																					
1/2000	4,361	8	0	437	2,000	1	4	407	1	FONDO NEGRO	FONDO NEGRO	5	0	111	174	91,159	13,900	1	1				1	0	0	0	9	14	19	4	4	3	2	2	5	2	3	2	4	2	0.00	0	200.00		468																					
1/2000	4,362	8	0	437			4	407	1	FONDO NEGRO	FONDO NEGRO	7	0	111	174	91,159	13,900	1	1				1	0	0	0	9	9	19	4	4	3	2	2	5	1	3	2	4	2	0.00	0	200.00		468																					
1/2000	4,363	8	0	437			4	407	1	FONDO NEGRO	FONDO NEGRO	6	0	111	174	91,159	13,900	1	2	1	C		1	0	0	0	9	14	19	4	4	3	2	1	1	1	3	2	4	2	0.00	0	300.00		468																					
1/2000	4,364	8	0	437			4	407	1	FONDO NEGRO	FONDO NEGRO	1	0	111	174	91,159	13,900	1	1				1	0	0	0	9	9	19	17	7	3	2	1	5	1	3	3	5	1	100.00	2	0.00		467																					
1/2000	4,365	8	0	437			4	407	1	FONDO NEGRO	FONDO NEGRO	3	0	111	174	91,159	13,900	1	1				1	0	0	0	2	2	6	12	5	3	2	2	5	2	4	3	5	2	0.00	0	200.00		468																					
1/2000	4,366	8	0	437			4	407	1	FONDO NEGRO	FONDO NEGRO	10	0	111	174	91,159	13,900	1	1				1	0	0	0	9	14	19	17	5	4	3	1	1	1	3	3	5	2	0.00	0	200.00		468																					
1/2000	4,367	8	0	437			4	407	1	FONDO NEGRO	MOLDAN	8	0	111	174	91,159	13,900	1	1				1	0	0	0	9	9	19	4	5	3	2	1	1	2	4	3	4	2	0.00	0	500.00		468																					
1/2000	4,368	8	0	437			4	407	1	FONDO NEGRO	FONDO NEGRO	9	0	111	174	91,159	13,900	1	2	1	B		3	2	0	0	9	9	19	17	5	3	2	1	5	1	4	3	5	2	0.00	0	300.00		468																					
