EFT_PERIODO	EFT_VIVIENDA	EFT_ESTRATO	EFT_EN	EFT_UPM	EFT_ANO	EFT_SEMESTRE	EFT_PROVINCIA	EFT_MUNICIPIO	EFT_ZONA	EFT_BARRIO_SECCION	EFT_PARAJE	EFT_NO_ORDEN_UPM	EFT_ROTACION	EFT_ENCUESTADOR	EFT_SUPERVISOR	EFT_CRITICO_CODIFICADOR	EFT_DIGITADOR	EFT_CANT_HOGARES	EFT_USO_VIV_ORIGINAL	EFT_USO_VIV_RESERVA	EFT_CUAL_UTILIZO	EFT_POR_QUE	EFT_TIPO_VIVIENDA	EFT_NO_DE_CASAS	EFT_NO_DE_PISOS	EFT_NO_APTO_POR_PISO	EFT_PARED_EXTERIOR	EFT_PARED_INTERIOR	EFT_TECHO	EFT_PISO	EFT_TIPO_TENENCIA	EFT_CANT_CUARTOS	EFT_CANT_DORMITORIOS	EFT_UBICACION_COCINA	EFT_COMBUSTIBLE_COCINA	EFT_AGUA_RED_PUBLICA	EFT_TIPO_SANITARIO	EFT_ESTADO_VIVIENDA	EFT_APARIENCIA_VIVIENDA	EFT_PAGA_ALQUILER	EFT_MONTO_ALQUILER	EFT_PERIODO_PAGO_ALQ	EFT_MONTO_PROBABLE_ALQ	EFT_POR_QUE_UTILIZO_ABC	EFT_FACTOR_EXP	EFT_POR_QUE_RESERVA	EFT_POR_QUE_NO_REALIZO	EFT_POR_QUE_NO_REALIZO_OTROS	EFT_ALUMBRADO_PUBLICO	EFT_CALLES_ASFALTADAS	EFT_TIPO_VIVIENDA_ESP	EFT_PARED_EXTERIOR_ESP	EFT_PARED_INTERIOR_ESP	EFT_TECHO_ESP	EFT_PISO_ESP	EFT_TENENCIA_ESP	EFT_COMBUSTIBLE_COCINA_ESP	EFT_MONTO_ALQUILER_DOLARES	EFT_MONTO_PROBABLE_ALQ_DOLARES	EFT_DURACION_ENTREVISTA	EFT_NUMERO_VISITAS	EFT_TIPO_ALUMBRADO_VIV	EFT_TIPO_ALUMBRADO_VIV_ESP	EFT_COMO_ELIMINA_BASURA	EFT_COMO_ELIMINA_BASURA_ESP	EFT_TIEMPO_PAGA_ALQUILER
1/2000	1,620	1	0	162	2,000	1	1	101	0	LOS MINAS NORTE ( CATANGA )		10	0	46	149	87,030	94,205	1	1				5	0	3	2	2	2	6	4	7	4	3	1	1	1	1	2	4	1	2,000.00	2	0.00		250																					
1/2000	1,621	1	0	163			1	101	0	LOS MINAS NORTE		1	0	46	149	87,030	94,205	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	2	3	2	4	2	0.00	0	2,500.00		337																					
1/2000	1,622	1	0	163			1	101	0	LOS MINAS NORTE		2	0	46	149	87,030	94,205	1	1				1	0	0	0	2	3	19	4	7	3	2	1	1	1	2	3	5	1	1,000.00	1	0.00		338																					
1/2000	1,623	1	0	163	2,000	1	1	101	0	LOS MINAS NORTE		3	0	46	149	87,030	94,205	1	1				8	0	0	0	2	3	19	4	7	2	1	1	1	1	3	3	5	1	1,000.00	2	0.00		338																					
1/2000	1,624	1	0	163			1	101	0	LOS MINAS NORTE		4	0	46	149	87,030	94,205	1	1				1	0	0	0	2	2	6	12	5	4	3	1	1	1	2	2	4	2	0.00	0	2,000.00		338																					
1/2000	1,625	1	0	163			1	101	0	LOS MINAS NORTE		5	0	46	149	87,030	94,205	1	1				1	0	0	0	2	2	19	4	1	4	3	1	1	1	2	3	4	2	0.00	0	1,400.00		338																					
1/2000	1,626	1	0	163			1	101	0	LOS MINAS NORTE		6	0	46	149	87,030	94,205	1	1				8	0	0	0	2	20	19	4	7	1	0	1	1	1	3	3	5	1	700.00	2	0.00		338																					
1/2000	1,627	1	0	163			1	101	0	LOS MINAS NORTE		7	0	46	149	87,030	94,205	1	1				1	0	0	0	9	3	19	4	7	2	1	3	1	1	2	3	5	1	400.00	2	0.00		338																					
1/2000	1,628	1	0	163			1	101	0	LOS MINAS NORTE		8	0	46	149	87,030	94,205	1	1				8	0	0	0	9	3	19	4	7	2	1	3	1	2	2	3	5	1	500.00	2	0.00		338																					
1/2000	1,629	1	0	163			1	101	0	LOS MINAS NORTE		9	0	46	149	87,030	94,205	1	1				1	0	0	0	9	3	19	4	5	2	1	1	1	1	2	3	5	2	0.00	0	600.00		338																					
1/2000	1,630	1	0	163			1	101	0	LOS MINAS NORTE		10	0	46	149	87,030	94,205	1	1				2	0	0	0	2	2	19	4	5	5	3	1	1	2	3	2	4	2	0.00	0	1,500.00		338																					
1/2000	1,631	1	0	164			1	101	0	LOS MINAS SUR		1	0	41	149	97,026	93,693	1	1				1	0	0	0	2	11	19	12	7	5	4	1	1	1	2	2	4	1	2,500.00	2	0.00		279																					
1/2000	1,632	1	0	164			1	101	0	LOS MINAS SUR		2	0	41	149	97,026	93,693	1	1				2	0	0	0	11	21	19	4	8	1	0	1	1	2	2	3	5	2	0.00	0	1,000.00		280																					
1/2000	1,633	1	0	164			1	101	0	LOS MINAS SUR		3	0	41	149	97,026	93,693	1	1				1	0	0	0	2	2	6	4	7	4	2	1	1	1	2	1	3	1	1,500.00	2	0.00		279																					
1/2000	1,634	1	0	164			1	101	0	LOS MINAS SUR		4	0	41	149	97,026	93,693	1	1				2	0	0	0	2	2	19	4	7	3	2	1	1	2	2	3	4	1	1,200.00	2	0.00		279																					
1/2000	1,635	1	0	164			1	101	0	LOS MINAS SUR		5	0	41	149	97,026	93,693	1	1				2	0	0	0	2	2	19	4	7	3	1	1	1	1	2	3	4	1	700.00	2	0.00		279																					
1/2000	1,636	1	0	164			1	101	0	LOS MINAS SUR		6	0	41	149	97,026	93,693	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	2	2	2	3	2	0.00	0	3,500.00		280																					
1/2000	1,637	1	0	164			1	101	0	LOS MINAS SUR		7	0	41	149	97,026	93,693	1	1				1	0	0	0	2	2	19	4	4	4	3	1	1	2	3	3	4	2	0.00	0	1,700.00		279																					
1/2000	1,638	1	0	164			1	101	0	LOS MINAS SUR		8	0	41	149	97,026	93,693	1	1				1	0	0	0	2	2	19	4	8	4	1	1	1	2	2	3	5	2	0.00	0	2,300.00		280																					
1/2000	1,639	1	0	164			1	101	0	LOS MINAS SUR		9	0	41	149	97,026	93,693	1	2	1	C		2	0	0	0	2	14	19	4	1	5	4	1	1	1	2	1	3	2	0.00	0	4,000.00		280																					
1/2000	1,640	1	0	164			1	101	0	LOS MINAS SUR		10	0	41	149	97,026	93,693	1	1				2	0	0	0	2	2	6	12	7	5	2	1	1	1	2	2	4	1	2,000.00	2	0.00		279																					
1/2000	1,641	1	0	165			1	101	0	LOS MINAS SUR		1	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	6	12	7	3	2	1	1	1	2	2	4	1	3,000.00	2	0.00		390																					
1/2000	1,642	1	0	165			1	101	0	LOS MINAS SUR		2	0	36	149	87,030	94,205	1	1				2	0	0	0	2	2	19	4	7	1	0	1	1	1	2	3	4	1	500.00	2	0.00		390																					
1/2000	1,643	1	0	165			1	101	0	LOS MINAS SUR		3	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	19	12	5	4	3	1	1	1	2	2	3	2	0.00	0	3,000.00		390																					
1/2000	1,644	1	0	165			1	101	0	LOS MINAS SUR		9	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	19	4	7	2	1	1	1	1	2	3	4	1	1,800.00	2	0.00		390																					
1/2000	1,645	1	0	165			1	101	0	LOS MINAS SUR		5	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	6	4	5	8	4	1	1	1	2	3	4	2	0.00	0	3,000.00		390																					
1/2000	1,646	1	0	165			1	101	0	LOS MINAS SUR		6	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	19	4	7	2	1	1	5	2	2	2	4	1	800.00	2	0.00		390																					
1/2000	1,647	1	0	165	2,000	1	1	101	0	LOS MINAS SUR		7	0	36	149	87,030	94,205	1	2	1	A		2	0	0	0	2	2	6	12	1	4	3	1	1	1	1	2	2	2	0.00	0	2,000.00		391																					
1/2000	1,648	1	0	165			1	101	0	LOS MINAS SUR	1	8	0	36	149	87,030	94,205	1	2	1	C		1	0	0	0	2	2	6	4	7	3	2	1	1	1	2	1	4	1	2,300.00	2	0.00		390																					
1/2000	1,649	1	0	165			1	101	0	LOS MINAS SUR		10	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	19	4	7	2	1	1	1	1	2	2	4	1	1,000.00	2	0.00		390																					
1/2000	1,650	1	0	165			1	101	0	LOS MINAS SUR		4	0	36	149	87,030	94,205	1	1				1	0	0	0	2	2	6	12	1	4	3	1	1	1	2	1	2	2	0.00	0	4,000.00		390																					
1/2000	1,651	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		1	0	48	149	87,030	13,900	1	2	1	A		2	0	0	0	2	2	19	7	6	4	3	1	1	1	2	3	4	2	0.00	0	2,500.00		307																					
1/2000	1,652	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		2	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	4	6	4	3	1	1	1	2	2	4	2	0.00	0	2,500.00		307																					
1/2000	1,653	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		3	0	48	149	87,030	13,900	1	1				2	0	0	0	2	2	6	4	7	5	3	1	1	1	2	1	4	1	700.00	2	0.00		308																					
1/2000	1,654	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		4	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	1	4	2	0.00	0	2,000.00		307																					
1/2000	1,655	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		5	0	48	149	87,030	13,900	1	1				2	0	0	0	2	3	19	4	7	3	2	2	1	2	2	3	4	1	1,300.00	2	0.00		307																					
1/2000	1,656	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		6	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	12	5	3	2	1	1	1	2	1	4	2	0.00	0	4,000.00		307																					
1/2000	1,657	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		7	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	19	4	6	3	2	1	1	1	2	3	4	2	0.00	0	1,500.00		307																					
1/2000	1,658	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		8	0	48	149	87,030	13,900	1	2	1	C		1	0	0	0	2	2	6	7	5	4	3	1	1	1	1	1	4	2	0.00	0	3,500.00		307																					
1/2000	1,659	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		9	0	48	149	87,030	13,900	1	2	1	B		1	0	0	0	2	2	6	7	5	5	3	1	1	1	2	2	3	2	0.00	0	3,500.00		307																					
1/2000	1,660	1	0	166			1	101	0	ALMA ROSA ( RESP. ALMA ROSA )		10	0	48	149	87,030	13,900	1	1				2	0	0	0	2	2	6	7	1	5	1	1	1	1	1	3	4	2	0.00	0	3,500.00		308																					
1/2000	1,661	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		1	0	40	151	79,004	79,004	1	1				1	0	0	0	2	2	6	4	5	3	2	3	1	2	2	2	4	2	0.00	0	1,200.00		233																					
1/2000	1,662	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		2	0	40	151	79,004	79,004	1	1				1	0	0	0	2	2	19	4	5	3	1	1	1	1	2	2	4	2	0.00	0	1,800.00		233																					
1/2000	1,663	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		3	0	40	151	79,004	79,004	1	1				1	0	0	0	2	2	6	4	7	3	2	1	1	1	2	2	4	1	1,500.00	2	0.00		233																					
1/2000	1,664	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		4	0	40	151	79,004	79,004	1	1				3	1	0	0	9	3	19	4	7	2	1	3	1	2	2	3	5	1	700.00	2	0.00		232																					
1/2000	1,665	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		5	0	40	151	79,004	79,004	1	1				3	1	0	0	2	2	19	4	7	3	1	1	1	2	1	2	4	1	1,500.00	2	0.00		233																					
1/2000	1,666	1	0	167	2,000	1	1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		6	0	40	151	79,004	79,004	1	1				1	0	0	0	2	2	6	12	5	4	3	1	1	2	2	2	4	2	0.00	0	3,500.00		233																					
1/2000	1,667	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		7	0	40	151	79,004	79,004	1	2	1	A		5	0	3	2	2	2	6	12	2	6	4	1	1	1	2	1	3	2	0.00	0	4,500.00		233																					
1/2000	1,668	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		8	0	40	151	79,004	79,004	1	1				1	0	0	0	15	14	19	4	5	3	2	1	1	2	3	3	5	2	0.00	0	500.00		233																					
1/2000	1,669	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		9	0	40	151	79,004	79,004	1	1				1	0	0	0	2	2	19	4	6	3	2	1	1	1	2	2	4	2	0.00	0	1,300.00		233																					
1/2000	1,670	1	0	167			1	101	0	FARO A COLON ( LOS COQUITOS, MAMEYES )		10	0	40	151	79,004	79,004	1	1				3	2	0	0	2	2	6	4	7	1	1	3	1	2	3	3	5	1	800.00	2	0.00		233																					
1/2000	1,671	1	0	168			1	101	0	LOS MAMEYES		1	0	40	151	79,004	79,004	1	2	1	A		5	0	5	6	2	2	6	4	2	4	3	1	1	1	2	2	4	2	0.00	0	2,200.00		308																					
1/2000	1,672	1	0	168			1	101	0	LOS MAMEYES		2	0	40	151	79,004	79,004	1	2	1	C		5	0	5	6	2	2	6	4	2	4	3	1	1	1	1	2	4	2	0.00	0	2,500.00		308																					
1/2000	1,673	1	0	168			1	101	0	LOS MAMEYES		3	0	40	151	79,004	79,004	1	1				5	0	5	3	2	2	6	4	2	4	3	1	1	1	1	2	4	2	0.00	0	2,500.00		308																					
1/2000	1,674	1	0	168			1	101	0	LOS MAMEYES		4	0	40	151	79,004	79,004	1	1				5	0	5	6	2	2	6	4	2	4	3	1	1	1	2	2	3	2	0.00	0	2,500.00		308																					
1/2000	1,675	1	0	168			1	101	0	LOS MAMEYES		5	0	40	151	79,004	79,004	1	1				5	0	5	6	2	2	6	4	7	4	2	1	1	1	2	2	4	1	2,200.00	2	0.00		308																					
1/2000	1,676	1	0	168			1	101	0	LOS MAMEYES		6	0	40	151	79,004	79,004	1	2	1	B		5	0	5	6	2	2	6	4	7	4	3	1	1	1	2	2	4	1	1,500.00	2	0.00		308																					
1/2000	1,677	1	0	168			1	101	0	LOS MAMEYES		7	0	40	151	79,004	79,004	1	1				5	0	5	6	2	2	6	4	2	4	1	1	1	1	1	2	4	2	0.00	0	2,500.00		308																					
1/2000	1,678	1	0	168			1	101	0	LOS MAMEYES		8	0	40	151	79,004	79,004	1	1				5	0	5	6	2	2	6	4	2	4	3	1	1	1	1	2	4	2	0.00	0	2,000.00		308																					
1/2000	1,679	1	0	168			1	101	0	LOS MAMEYES		9	0	40	151	79,004	79,004	1	1				5	0	5	6	2	2	6	4	2	4	3	1	1	1	1	2	4	2	0.00	0	2,000.00		308																					
1/2000	1,680	1	0	168			1	101	0	LOS MAMEYES		10	0	40	151	79,004	79,004	1	1				5	0	5	6	2	2	6	4	2	4	2	1	1	1	2	2	4	2	0.00	0	2,000.00		307																					
1/2000	1,681	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		1	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	3	5	3	1	1	1	2	2	3	2	0.00	0	2,500.00		293																					
1/2000	1,682	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		2	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	3	5	3	1	1	1	1	1	3	2	0.00	0	3,000.00		292																					
1/2000	1,683	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		3	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	7	4	2	1	1	1	1	1	3	1	3,000.00	2	0.00		293																					
1/2000	1,684	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		4	0	26	153	87,030	91,159	1	2	1	B		1	0	0	0	2	2	6	4	2	4	2	1	1	1	2	1	3	2	0.00	0	2,000.00		293																					
1/2000	1,685	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		5	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	3	5	3	1	1	2	1	1	4	2	0.00	0	2,500.00		292																					
1/2000	1,686	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		6	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	3	5	3	1	1	1	2	2	4	2	0.00	0	2,500.00		292																					
1/2000	1,687	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		7	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	7	4	2	1	1	1	2	1	3	1	2,000.00	2	0.00		292																					
1/2000	1,688	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		8	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	12	7	4	2	1	1	1	2	1	3	1	2,500.00	2	0.00		292																					
1/2000	1,689	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		9	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	2	5	3	1	1	1	2	1	4	2	0.00	0	2,800.00		292																					
1/2000	1,690	1	0	169			1	101	0	VILLA FARO ( URB. LA ESPERANZA )		10	0	26	153	87,030	91,159	1	1				7	0	0	0	2	2	6	12	1	4	2	1	1	1	1	1	3	2	0.00	0	3,500.00		292																					
1/2000	1,691	1	0	170	2,000	1	1	101	0	MENDOZA ( EL BRISAL )		1	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	5	3	4	3	1	1	1	2	2	4	2	0.00	0	4,000.00		285																					
1/2000	1,692	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		2	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	7	6	5	4	1	1	1	2	1	3	2	0.00	0	4,000.00		284																					
1/2000	1,693	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		3	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	7	1	4	3	1	1	1	2	2	4	2	0.00	0	4,000.00		285																					
1/2000	1,694	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		4	0	48	149	87,030	13,900	1	2	1	B		2	0	0	0	2	2	6	12	3	5	3	1	1	1	2	2	3	2	0.00	0	5,000.00		285																					
1/2000	1,695	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		5	0	48	149	87,030	13,900	1	2	1	A		1	0	0	0	2	2	6	5	6	4	1	1	1	1	2	2	4	2	0.00	0	3,000.00		285																					
1/2000	1,696	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		6	0	48	149	87,030	94,205	1	1				1	0	0	0	2	2	6	12	7	4	2	1	1	1	2	1	4	1	13,000.00	2	0.00		285																					
1/2000	1,697	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		7	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	7	7	5	3	1	1	1	2	1	4	1	3,500.00	2	0.00		285																					
1/2000	1,698	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		8	0	48	149	87,030	13,900	1	1				1	0	0	0	2	2	6	12	7	5	3	1	1	1	2	2	3	1	4,000.00	2	0.00		284																					
1/2000	1,699	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		9	0	48	149	87,030	13,900	1	2	1	C		1	0	0	0	2	2	6	5	7	4	3	1	1	1	2	2	4	1	3,500.00	2	0.00		284																					
1/2000	1,700	1	0	170			1	101	0	MENDOZA ( EL BRISAL )		1	0	48	149	87,030	94,205	1	1				2	0	0	0	2	2	19	12	7	3	2	1	1	1	2	2	4	1	1,500.00	2	0.00		285																					
1/2000	1,701	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		1	0	26	153	87,030	91,159	1	1				2	0	0	0	2	2	6	4	7	2	1	1	1	1	2	1	4	1	1,300.00	2	0.00		256																					
1/2000	1,702	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		2	0	26	153	87,030	91,159	1	1				2	0	0	0	2	2	6	4	7	2	1	1	1	1	2	2	4	1	2,100.00	2	0.00		255																					
1/2000	1,703	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		3	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	19	4	5	4	2	1	1	1	2	1	3	2	0.00	0	2,500.00		256																					
1/2000	1,704	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		4	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	19	4	7	2	1	1	1	2	2	1	4	1	1,000.00	2	0.00		256																					
1/2000	1,705	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		5	0	26	153	87,030	91,159	1	2	1	A		1	0	0	0	2	2	6	12	8	3	2	1	1	1	2	2	3	2	0.00	0	2,500.00		256																					
1/2000	1,706	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		6	0	26	153	87,030	91,159	1	1				1	0	0	0	2	2	6	4	8	2	1	2	1	1	2	2	4	2	0.00	0	2,000.00		256																					
1/2000	1,707	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		7	0	26	153	87,030	91,159	1	1				2	0	0	0	2	2	6	4	7	3	2	1	1	1	2	1	4	1	2,000.00	2	0.00		256																					
1/2000	1,708	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		8	0	26	153	87,030	91,159	1	1				2	0	0	0	2	2	6	4	7	2	1	1	1	1	2	1	4	1	1,400.00	2	0.00		256																					
1/2000	1,709	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		9	0	26	153	87,030	91,159	1	2	1	B		1	0	0	0	2	2	19	4	8	4	2	1	1	2	2	2	3	2	0.00	0	2,000.00		255																					
1/2000	1,710	1	0	171			1	101	0	LOS TRINITARIOS (BARRIO LA CAMPANA )		10	0	26	153	94,205	91,159	1	1				2	0	0	0	2	2	6	12	7	2	1	1	1	2	2	2	4	1	1,000.00	2	0.00		256																					
1/2000	1,711	1	0	172			1	101	0	GUARICANO		2	0	8	150	94,205	13,900	1	1				1	0	0	0	2	2	6	12	7	3	2	1	1	1	2	2	4	1	2,000.00	2	0.00		342																					
1/2000	1,712	1	0	172			1	101	0	GUARICANO		3	0	8	150	94,205	13,900	1	1				1	0	0	0	2	2	6	7	7	4	3	1	1	1	2	2	4	1	1,300.00	2	0.00		342																					
1/2000	1,713	1	0	172			1	101	0	GUARICANO		1	0	8	150	94,205	13,900	1	1				1	0	0	0	9	14	19	4	5	3	2	3	1	1	3	3	5	2	0.00	0	900.00		343																					
1/2000	1,714	1	0	172			1	101	0	GUARICANO		10	0	8	150	94,205	13,900	1	1				1	0	0	0	2	14	19	4	5	2	1	1	1	2	3	3	5	2	0.00	0	800.00		343																					
1/2000	1,715	1	0	172			1	101	0	GUARICANO	GUARICANO	8	0	8	150	94,205	13,900	1	1				1	0	0	0	9	14	19	4	3	3	2	1	1	2	3	2	4	2	0.00	0	1,000.00		342																					
1/2000	1,716	1	0	172			1	101	0	GUARICANO		9	0	8	150	94,205	13,900	1	1				1	0	0	0	9	14	19	4	5	4	3	1	1	2	3	2	4	2	0.00	0	1,200.00		342																					
1/2000	1,717	1	0	172			1	101	0	GUARICANO		7	0	8	150	94,205	13,900	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	2	3	4	1	2,000.00	2	0.00		343																					
1/2000	1,718	1	0	172			1	101	0	GUARICANO		6	0	8	150	94,205	13,900	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	2	2	4	1	1,600.00	2	0.00		343																					
1/2000	1,719	1	0	172			1	101	0	GUARICANO		5	0	8	150	94,205	13,900	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	1	2	1	3	2	0.00	0	2,500.00		343																					
1/2000	1,720	1	0	172			1	101	0	GUARICANO		4	0	8	150	94,205	13,900	1	2	1	B		1	0	0	0	2	2	19	4	5	3	2	3	1	2	3	3	5	2	0.00	0	800.00		343																					
1/2000	1,721	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		1	0	20	150	94,205	91,159	1	2	1	A		1	0	0	0	9	14	19	4	5	2	1	1	1	2	3	3	5	2	0.00	0	800.00		307																					
1/2000	1,722	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		2	0	20	150	94,205	91,159	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	2	2	4	2	0.00	0	1,500.00		307																					
1/2000	1,723	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		3	0	20	150	94,205	91,159	1	1				2	0	0	0	2	2	6	4	7	2	1	3	1	2	4	1	4	1	500.00	2	0.00		308																					
1/2000	1,724	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		4	0	20	150	94,205	91,159	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	2	2	2	4	2	0.00	0	2,000.00		307																					
1/2000	1,725	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		5	0	20	150	94,205	91,159	1	1				1	0	0	0	9	9	19	4	5	3	2	1	1	2	3	3	4	2	0.00	0	1,000.00		308																					
1/2000	1,726	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		6	0	20	150	94,205	91,159	1	1				2	0	0	0	2	2	6	4	5	4	3	1	1	1	2	1	3	2	0.00	0	2,500.00		308																					
1/2000	1,727	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		7	0	20	150	94,205	91,159	1	1				1	0	0	0	2	2	6	12	7	3	2	1	1	1	2	1	3	1	1,500.00	2	0.00		308																					
1/2000	1,728	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		8	0	20	150	94,205	91,159	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	1	2	2	3	2	0.00	0	2,500.00		308																					
1/2000	1,729	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		9	0	20	150	94,205	91,159	1	1				1	0	0	0	2	2	19	4	5	4	2	3	1	1	2	1	3	2	0.00	0	2,000.00		308																					
1/2000	1,730	1	0	173			1	101	0	GUARICANO ( MULTIS VIEJO, NUEVA ISABELA )		10	0	20	150	94,205	91,159	1	1				2	0	0	0	2	2	6	4	5	2	1	1	1	2	3	2	4	2	0.00	0	2,000.00		308																					
1/2000	1,731	1	0	174			1	101	0	LOS ALCARRIZOS ( PUEBLO NUEVO )	LOS ALCARRIZOS	1	0	33	144	94,205	96,118	1	1				1	0	0	0	2	2	6	4	1	4	3	1	1	1	2	2	3	2	0.00	0	2,000.00		233																					
1/2000	1,732	1	0	174			1	101	0	LOS ALCARRIZOS ( PUEBLO NUEVO )	LOS ALCARRIZOS	2	0	33	144	94,205	96,118	1	1				1	0	0	0	2	2	6	4	1	5	3	1	1	1	2	2	3	2	0.00	0	2,000.00		233																					
1/2000	1,733	1	0	174	2,000	1	1	101	0	LOS ALCARRIZOS ( PUEBLO NUEVO )	LOS ALCARRIZOS	3	0	33	144	94,205	96,118	1	1				1	0	0	0	2	2	19	4	1	3	2	1	1	1	2	2	4	2	0.00	0	1,500.00		233																					
