EFT_PERIODO	EFT_VIVIENDA	EFT_HOGAR	EFT_MIEMBRO	EFT_SEXO	EFT_EDAD	EFT_PARENTESCO_CON_JEFE	EFT_ESTADO_CIVIL	EFT_ALFABETISMO	EFT_ULT_ANO_APROBADO	EFT_ULT_NIVEL_ALCANZADO	EFT_SE_MATRICULO	EFT_TANDA_ASISTE	EFT_TIPO_CENTRO	EFT_MOTIVO_NO_ASISTE	EFT_MUNICIPIO_RESIDE	EFT_ZONA_RESIDE	EFT_PAIS_RESIDE	EFT_TIEMPO_RESIDENCIA	EFT_RAZON_TRASLADO	EFT_FACTOR_EXP	EFT_ESTRATO	EFT_UPM	EFT_CANT_MIEMBROS	EFT_NOMBRE_MIEMBRO	EFT_SE_MATRICULO_TEXTO	EFT_NUEVO_FACTOR_CENSO	EFT_FACTOR_EXP_CENSO1993	EFT_MOTIVO_NO_ASISTE_ESP	EFT_TANDA_ASISTE_ESP	EFT_RAZON_TRASLADO_ESP	EFT_MIEMBRO_AFILIADO_SEGURO	EFT_SEGURO_ESTA_AFILIADO	EFT_SEGURO_ESTA_AFILIADO_ESP	EFT_TIPO_AFILIADO	EFT_FACTOR_EXP_ANUAL
1/2000	4,271	1	4	1	25	3	1	1	7	2	7	0	0	2	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	5	2	28	3	4	1	7	2	7	0	0	2	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	6	2	19	4	1	1	6	2	7	0	0	2	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	7	2	25	4	1	1	7	2	7	0	0	2	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	8	2	10	5	6	1	2	2	2	2	2	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	9	2	3	5	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	10	1	8	5	6	2	0	7	1	2	2	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	11	1	7	5	6	2	0	7	1	2	2	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	12	1	2	5	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	13	2	0	5	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	14	1	3	5	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,271	1	15	2	0	5	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	15				343								
1/2000	4,272	1	1	1	32	1	1	1	4	2	7	0	0	7	1,701	1	647	1	0	334	7	428	5				344								
1/2000	4,272	1	2	2	25	2	1	2	0	7	7	0	0	9	2,201	1	647	5	5	334	7	428	5				344								
1/2000	4,272	1	3	2	7	3	6	2	0	7	7	0	0	9	1,701	0	647	1	0	334	7	428	5				344								
1/2000	4,272	1	4	1	3	3	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	5				344								
1/2000	4,272	1	5	1	1	3	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	5				344								
1/2000	4,273	1	1	1	54	1	5	1	2	2	7	0	0	7	1,703	1	647	5	5	334	7	428	7				343								
1/2000	4,273	1	2	1	15	3	6	2	0	7	7	0	0	9	1,706	0	647	5	6	334	7	428	7				343								
1/2000	4,273	1	3	1	15	5	6	2	0	7	7	0	0	9	1,706	0	647	5	5	334	7	428	7				343								
1/2000	4,273	1	4	1	13	5	6	2	1	2	7	0	0	9	1,706	0	647	5	5	334	7	428	7				343								
1/2000	4,273	1	5	1	11	5	6	1	3	2	2	1	2	0	1,706	0	647	5	5	334	7	428	7				343								
1/2000	4,273	1	6	1	8	5	6	2	1	2	2	1	2	0	1,706	0	647	5	5	334	7	428	7				343								
1/2000	4,273	1	7	1	5	5	6	0	0	7	7	0	0	3	1,701	0	647	1	0	334	7	428	7				343								
1/2000	4,274	1	1	1	35	1	1	1	8	2	7	0	0	2	2,203	0	647	5	1	334	7	428	4				344								
1/2000	4,274	1	2	2	30	2	1	1	8	2	7	0	0	2	1,701	1	647	1	0	334	7	428	4				344								
1/2000	4,274	1	3	2	8	3	6	2	1	2	2	1	2	0	1,701	0	647	1	0	334	7	428	4				344								
1/2000	4,274	1	4	1	7	3	6	2	1	2	2	1	2	0	1,701	0	647	1	0	334	7	428	4				344								
1/2000	4,275	1	1	1	42	1	1	1	2	2	7	0	0	2	1,701	1	647	1	0	334	7	428	5				344								
1/2000	4,275	1	2	2	36	2	1	1	4	3	7	0	0	9	1,701	1	647	1	0	334	7	428	5				344								
1/2000	4,275	1	3	1	15	3	6	1	6	2	2	2	1	0	1,701	1	647	1	0	334	7	428	5				344								
1/2000	4,275	1	4	2	14	3	6	1	6	2	2	1	2	0	1,701	1	647	1	0	334	7	428	5				344								
1/2000	4,275	1	5	2	12	3	6	1	6	2	2	1	2	0	1,701	1	647	1	0	334	7	428	5				344								
1/2000	4,276	1	1	1	63	1	4	1	5	2	7	0	0	7	1,704	0	647	4	1	334	7	428	1				343								
1/2000	4,277	1	1	2	46	1	5	2	0	7	7	0	0	7	1,703	0	647	5	5	334	7	428	1				344								
1/2000	4,278	1	1	2	56	1	6	1	4	2	7	0	0	7	1,701	1	647	5	5	334	7	428	2				344								
1/2000	4,278	1	2	1	20	4	6	2	0	7	2	3	2	0	101	0	647	4	5	334	7	428	2				344								
1/2000	4,279	1	1	1	49	1	1	1	7	2	7	0	0	7	1,701	0	647	1	0	334	7	428	7				344								
1/2000	4,279	1	2	2	30	2	1	1	4	2	7	0	0	9	1,701	1	647	1	0	334	7	428	7				344								
1/2000	4,279	1	3	1	16	3	6	1	8	2	3	1	2	0	1,701	0	647	1	0	334	7	428	7				344								
1/2000	4,279	1	4	2	10	3	6	1	2	2	2	2	2	0	1,701	0	647	1	0	334	7	428	7				344								
1/2000	4,279	1	5	2	6	3	6	2	0	7	1	1	2	0	1,701	0	647	1	0	334	7	428	7				344								
1/2000	4,279	1	6	2	4	3	6	0	0	7	7	0	0	5	1,701	0	647	1	0	334	7	428	7				344								
1/2000	4,279	1	7	1	2	3	6	0	0	0	0	0	0	0	1,701	0	647	1	0	334	7	428	7				344								
1/2000	4,280	1	1	1	34	1	1	1	2	3	7	0	0	5	201	1	647	2	5	334	7	428	5				344								
1/2000	4,280	1	2	2	40	2	1	1	3	2	7	0	0	6	1,704	0	647	2	5	334	7	428	5				344								
1/2000	4,280	1	3	1	16	4	6	1	3	2	2	3	2	0	1,704	0	647	2	5	334	7	428	5				344								
1/2000	4,280	1	4	1	14	4	6	1	2	2	7	0	0	6	1,704	0	647	2	5	334	7	428	5				344								
1/2000	4,280	1	5	1	4	11	6	0	0	7	7	0	0	5	1,701	0	647	1	0	334	7	428	5				344								
1/2000	4,281	1	1	2	65	1	6	1	4	2	7	0	0	7	701	0	647	5	1	513	7	429	6				528								
1/2000	4,281	1	2	1	29	11	6	1	4	3	7	0	0	2	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,281	1	3	1	23	11	6	1	4	3	7	0	0	2	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,281	1	4	2	18	11	6	1	6	2	2	3	2	0	701	0	647	4	1	513	7	429	6				528								
1/2000	4,281	1	5	2	17	11	6	1	6	2	2	1	2	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,281	1	6	2	15	11	6	1	1	3	3	1	2	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,282	1	1	2	42	1	3	1	3	3	3	6	1	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,282	1	2	2	20	3	6	1	4	3	5	1	2	0	101	0	647	5	5	513	7	429	6				528								
1/2000	4,282	1	3	1	15	3	6	1	4	2	2	1	2	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,282	1	4	2	17	3	6	1	3	3	3	2	2	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,282	1	5	1	4	12	6	0	0	7	1	1	1	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,282	1	6	1	0	5	6	0	0	0	0	0	0	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,283	1	1	1	50	1	1	1	3	3	7	0	0	2	2,501	0	647	5	1	513	7	429	3				529								
1/2000	4,283	1	2	2	30	2	1	1	4	2	7	0	0	5	2,104	1	647	5	1	513	7	429	3				529								
1/2000	4,283	1	3	2	11	3	6	1	4	2	2	1	2	0	2,101	0	647	1	0	513	7	429	3				529								
1/2000	4,284	1	1	1	30	1	2	1	4	3	7	0	0	2	2,101	0	647	1	0	513	7	429	3				528								
1/2000	4,284	1	2	2	28	2	2	1	4	3	5	2	1	0	2,401	0	647	5	1	513	7	429	3				528								
1/2000	4,284	1	3	1	5	3	6	0	0	7	2	1	1	0	2,101	0	647	1	0	513	7	429	3				528								
1/2000	4,285	1	1	1	47	1	2	1	4	5	7	0	0	8	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	2	2	46	2	2	1	4	5	7	0	0	8	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	3	1	15	3	6	1	2	3	3	1	1	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	4	2	13	3	6	1	7	2	2	2	1	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	5	2	10	3	6	1	5	2	2	2	1	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	6	2	9	3	6	1	3	2	2	2	1	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	7	2	20	11	6	1	4	3	5	6	1	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,285	1	8	2	21	11	6	1	4	3	5	6	1	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	1	1	35	1	1	1	7	2	7	0	0	5	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	2	2	38	2	1	1	2	3	7	0	0	9	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	3	1	15	3	6	1	6	2	2	1	2	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	4	2	11	3	6	1	5	2	2	1	2	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	5	2	10	3	6	2	2	1	2	1	2	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	6	1	8	3	6	1	2	2	2	1	2	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	7	1	7	3	6	2	1	1	2	1	2	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,286	1	8	1	0	3	6	0	0	0	0	0	0	0	2,101	0	647	1	0	513	7	429	8				528								
1/2000	4,287	1	1	2	42	1	6	1	6	2	7	0	0	9	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,287	1	2	1	25	3	6	1	4	3	4	6	1	0	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,287	1	3	2	23	3	6	1	4	3	5	2	2	0	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,287	1	4	1	22	3	6	1	4	3	5	2	2	0	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,287	1	5	1	18	3	6	1	3	3	3	1	1	0	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,287	1	6	2	16	3	6	1	2	3	3	1	2	0	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,287	1	7	1	1	5	6	0	0	0	0	0	0	0	2,101	0	647	1	0	513	7	429	7				528								
1/2000	4,288	1	1	1	32	1	6	1	1	3	7	0	0	2	1,801	0	647	5	5	513	7	429	1				529								
1/2000	4,289	1	1	2	39	1	6	1	4	3	5	6	2	0	2,101	0	647	1	0	513	7	429	3				528								
1/2000	4,289	1	2	2	9	3	6	1	5	2	2	1	2	0	2,101	0	647	1	0	513	7	429	3				528								
1/2000	4,289	1	3	1	8	3	6	1	3	2	2	2	2	0	2,101	0	647	1	0	513	7	429	3				528								
1/2000	4,290	1	1	1	31	1	2	1	4	3	7	0	0	2	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,290	1	2	2	29	2	2	1	4	3	7	0	0	9	1,601	0	647	5	5	513	7	429	6				528								
1/2000	4,290	1	3	2	4	3	6	0	0	7	1	1	1	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,290	1	4	1	3	3	6	0	0	0	0	0	0	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,290	1	5	1	2	3	6	0	0	0	0	0	0	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,290	1	6	1	0	3	6	0	0	0	0	0	0	0	2,101	0	647	1	0	513	7	429	6				528								
1/2000	4,291	1	1	2	39	1	3	1	4	3	5	6	2	0	2,104	0	647	1	0	550	7	430	5				567								
1/2000	4,291	1	2	1	18	3	6	1	2	3	3	1	1	0	2,101	0	647	1	0	550	7	430	5				567								
1/2000	4,291	1	3	1	14	3	6	1	7	2	2	1	1	0	2,101	0	647	1	0	550	7	430	5				567								
1/2000	4,291	1	4	2	12	3	6	1	7	2	2	1	1	0	2,101	0	647	1	0	550	7	430	5				567								
1/2000	4,291	1	5	2	12	3	6	1	7	2	2	1	1	0	2,101	0	647	1	0	550	7	430	5				567								
1/2000	4,292	1	1	2	70	1	5	1	8	2	7	0	0	7	2,101	0	647	1	0	550	7	430	1				567								
1/2000	4,293	1	1	2	60	1	4	1	1	2	7	0	0	7	2,104	0	647	4	5	550	7	430	2				567								
1/2000	4,293	1	2	1	28	5	6	1	4	3	5	2	2	0	2,101	0	647	1	0	550	7	430	2				567								
1/2000	4,294	1	1	1	30	1	2	1	4	3	5	2	2	0	2,101	0	647	1	0	550	7	430	2				567								
1/2000	4,294	1	2	2	26	2	2	1	4	3	5	6	2	0	2,101	0	647	1	0	550	7	430	2				567								
1/2000	4,295	1	1	1	81	1	2	1	4	3	7	0	0	7	2,101	0	647	1	0	550	7	430	2				567								
1/2000	4,295	1	2	2	74	2	2	1	4	3	7	0	0	7	2,101	0	647	1	0	550	7	430	2				567								
1/2000	4,296	1	1	1	49	1	1	1	4	3	7	0	0	2	1,701	0	647	5	1	550	7	430	7				566								
1/2000	4,296	1	2	2	42	2	1	1	6	2	7	0	0	2	1,701	0	647	5	1	550	7	430	7				566								
1/2000	4,296	1	3	1	22	3	6	1	2	3	7	0	0	2	1,701	1	647	5	5	550	7	430	7				566								
1/2000	4,296	1	4	1	21	3	6	1	4	3	5	1	2	0	1,701	0	647	5	5	550	7	430	7				566								
1/2000	4,296	1	5	2	18	3	6	1	1	3	7	0	0	7	1,701	0	647	5	5	550	7	430	7				566								
1/2000	4,296	1	6	2	17	3	6	1	8	2	3	1	1	0	1,701	0	647	5	5	550	7	430	7				566								
1/2000	4,296	1	7	2	12	3	6	1	4	2	2	2	2	0	1,701	0	647	5	5	550	7	430	7				566								
1/2000	4,297	1	1	1	45	1	2	1	4	3	7	0	0	7	2,101	0	647	1	0	550	7	430	4				566								
1/2000	4,297	1	2	2	38	2	2	1	4	3	5	6	2	0	2,101	0	647	1	0	550	7	430	4				566								
1/2000	4,297	1	3	1	9	3	6	1	4	2	2	1	1	0	2,101	0	647	1	0	550	7	430	4				566								
1/2000	4,297	1	4	1	8	3	6	1	3	2	2	1	1	0	2,101	0	647	1	0	550	7	430	4				566								
1/2000	4,298	1	1	2	54	1	5	1	8	2	7	0	0	7	2,101	0	647	1	0	550	7	430	4				567								
1/2000	4,298	1	2	2	46	9	3	1	3	3	7	0	0	7	2,101	0	647	1	0	550	7	430	4				567								
1/2000	4,298	1	3	1	32	11	6	1	4	3	5	2	2	0	2,101	0	647	1	0	550	7	430	4				567								
1/2000	4,298	1	4	1	14	5	6	1	2	3	3	1	2	0	2,101	0	647	1	0	550	7	430	4				567								
1/2000	4,299	1	1	2	60	1	6	1	8	2	7	0	0	7	2,101	0	647	1	0	550	7	430	3				567								
1/2000	4,299	1	2	2	20	11	6	1	3	2	3	1	2	0	2,101	0	647	1	0	550	7	430	3				567								
1/2000	4,299	1	3	2	40	9	6	1	4	3	7	0	0	2	2,101	0	647	1	0	550	7	430	3				567								
1/2000	4,300	1	1	2	30	1	6	1	3	3	3	6	2	0	704	0	647	4	1	550	7	430	1				567								
1/2000	4,301	1	1	1	30	1	1	1	2	3	7	0	0	2	2,108	0	647	1	0	469	7	431	4				484								
1/2000	4,301	1	2	2	27	2	1	1	4	2	7	0	0	6	2,402	0	647	5	5	469	7	431	4				484								
1/2000	4,301	1	3	2	6	3	6	2	1	1	1	2	2	0	2,108	0	647	1	0	469	7	431	4				484								
1/2000	4,301	1	4	2	3	3	6	0	0	0	0	0	0	0	2,108	0	647	1	0	469	7	431	4				484								
1/2000	4,302	1	1	1	35	1	1	1	3	2	7	0	0	2	2,904	0	647	5	5	469	7	431	4				483								
1/2000	4,302	1	2	2	31	2	1	1	8	2	7	0	0	3	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,302	1	3	1	12	3	6	1	3	2	2	2	2	0	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,302	1	4	1	9	3	6	1	2	2	2	2	2	0	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,303	1	1	2	35	1	4	1	3	3	3	3	2	0	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,303	1	2	2	15	3	6	1	6	2	2	1	2	0	101	0	647	4	2	469	7	431	4				483								
1/2000	4,303	1	3	2	12	3	6	1	5	2	2	2	2	0	101	0	647	1	0	469	7	431	4				483								
1/2000	4,303	1	4	1	10	3	6	1	5	2	2	2	2	0	101	0	647	1	0	469	7	431	4				483								
1/2000	4,304	1	1	1	53	1	2	1	3	2	7	0	0	2	1,701	0	647	5	5	469	7	431	6				483								
1/2000	4,304	1	2	2	44	2	2	1	8	2	7	0	0	9	1,802	0	647	5	5	469	7	431	6				483								
1/2000	4,304	1	3	2	23	3	6	1	1	5	5	3	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,304	1	4	2	22	3	6	1	4	3	5	3	1	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,304	1	5	2	20	3	6	1	3	3	3	1	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,304	1	6	2	14	3	6	1	7	2	2	1	1	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,305	1	1	1	49	1	1	1	1	2	7	0	0	2	2,801	0	647	5	5	469	7	431	6				483								
1/2000	4,305	1	2	2	41	2	1	1	4	3	7	0	0	1	1,703	0	647	5	5	469	7	431	6				483								
1/2000	4,305	1	3	2	22	3	6	1	3	3	3	1	2	0	2,801	0	647	5	5	469	7	431	6				483								
1/2000	4,305	1	4	2	20	3	6	1	1	5	5	1	2	0	2,801	0	647	5	5	469	7	431	6				483								
1/2000	4,305	1	5	2	18	3	6	1	4	3	5	1	2	0	2,801	0	647	5	5	469	7	431	6				483								
1/2000	4,305	1	6	2	16	3	6	1	3	3	3	1	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,306	1	1	1	37	1	1	1	8	2	7	0	0	2	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,306	1	2	2	35	2	1	1	2	3	7	0	0	2	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,306	1	3	2	15	3	6	1	5	2	2	2	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,306	1	4	1	12	3	6	1	5	2	2	2	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,306	1	5	2	12	4	6	1	4	2	2	1	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,306	1	6	2	4	3	6	0	1	1	1	2	1	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,307	1	1	1	39	1	2	1	3	4	7	0	0	8	2,108	0	647	1	0	469	7	431	5				483								
1/2000	4,307	1	2	2	37	2	2	1	4	5	5	6	2	0	2,108	0	647	1	0	469	7	431	5				483								
1/2000	4,307	1	3	1	18	3	6	1	3	3	3	1	1	0	2,108	0	647	1	0	469	7	431	5				483								
1/2000	4,307	1	4	1	12	3	6	1	8	2	3	1	2	0	2,108	0	647	1	0	469	7	431	5				483								
1/2000	4,307	1	5	2	10	3	6	1	6	2	2	1	2	0	2,108	0	647	1	0	469	7	431	5				483								
1/2000	4,308	1	1	1	37	1	1	1	5	2	7	0	0	2	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,308	1	2	2	31	2	1	1	7	2	7	0	0	2	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,308	1	3	2	14	3	6	1	5	2	2	2	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,308	1	4	2	12	3	6	2	3	2	2	1	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,308	1	5	1	10	3	6	1	2	2	2	2	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,308	1	6	2	5	3	6	0	0	7	1	2	2	0	2,108	0	647	1	0	469	7	431	6				483								
1/2000	4,309	1	1	1	31	1	1	1	7	2	7	0	0	1	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,309	1	2	2	29	2	1	1	7	2	7	0	0	2	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,309	1	3	1	4	3	6	0	1	1	1	1	1	0	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,309	1	4	1	1	3	6	0	0	0	0	0	0	0	2,108	0	647	1	0	469	7	431	4				483								
1/2000	4,310	1	1	1	35	1	1	1	5	2	7	0	0	2	2,108	0	647	1	0	469	7	431	2				483								
1/2000	4,310	1	2	2	13	2	1	1	7	2	7	0	0	4	705	0	647	5	5	469	7	431	2				483								
1/2000	4,311	1	1	1	51	1	1	1	8	2	7	0	0	2	2,109	0	647	5	1	383	7	432	7				394								
1/2000	4,311	1	2	2	41	2	1	2	1	2	7	0	0	2	2,109	0	647	5	1	383	7	432	7				394								
1/2000	4,311	1	3	2	23	3	6	1	4	3	5	1	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,311	1	4	1	17	3	6	1	6	2	2	3	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,311	1	5	2	15	3	6	1	4	2	2	2	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,311	1	6	2	6	3	6	1	2	2	2	2	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,311	1	7	2	2	3	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,312	1	1	1	45	1	2	1	4	5	7	0	0	2	2,102	0	647	1	0	383	7	432	5				395								
1/2000	4,312	1	2	2	42	2	2	1	4	5	7	0	0	9	2,102	0	647	1	0	383	7	432	5				395								
1/2000	4,312	1	3	1	21	3	6	1	4	3	5	3	1	0	2,102	0	647	1	0	383	7	432	5				395								
1/2000	4,312	1	4	2	20	11	6	1	4	3	5	3	1	0	1,901	0	647	5	3	383	7	432	5				395								
1/2000	4,312	1	5	2	11	3	6	1	6	2	2	1	1	0	2,102	0	647	1	0	383	7	432	5				395								
1/2000	4,313	1	1	2	45	1	6	1	8	2	7	0	0	7	1,101	0	647	3	5	383	7	432	1				394								
1/2000	4,314	1	1	1	29	1	2	1	4	3	5	3	1	0	2,205	0	647	5	3	383	7	432	5				394								
1/2000	4,314	1	2	2	31	2	2	1	4	3	7	0	0	9	101	0	647	5	5	383	7	432	5				394								
1/2000	4,314	1	3	1	24	9	6	1	4	3	7	0	0	4	2,205	0	647	5	3	383	7	432	5				394								
1/2000	4,314	1	4	2	1	3	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	5				394								
1/2000	4,314	1	5	1	0	3	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	5				394								
1/2000	4,315	1	1	1	56	1	2	1	5	2	7	0	0	7	203	0	647	5	1	383	7	432	6				394								
1/2000	4,315	1	2	2	56	2	2	1	6	2	7	0	0	7	203	0	647	5	1	383	7	432	6				394								
1/2000	4,315	1	3	1	34	3	6	1	7	2	7	0	0	2	203	0	647	5	5	383	7	432	6				394								
1/2000	4,315	1	4	1	29	3	6	1	4	3	5	2	1	0	2,102	0	647	1	0	383	7	432	6				394								
1/2000	4,315	1	5	1	21	3	6	1	4	3	5	2	1	0	2,102	0	647	1	0	383	7	432	6				394								
1/2000	4,315	1	6	1	21	3	6	1	4	3	7	0	0	2	2,102	0	647	1	0	383	7	432	6				394								
1/2000	4,316	1	1	1	35	1	4	1	4	3	7	0	0	2	2,102	0	647	1	0	383	7	432	5				394								
1/2000	4,316	1	2	2	35	12	4	1	2	3	7	0	0	9	2,205	0	647	5	5	383	7	432	5				394								
1/2000	4,316	1	3	2	14	3	6	1	7	2	2	1	2	0	2,102	0	647	1	0	383	7	432	5				394								
1/2000	4,316	1	4	2	12	3	6	1	5	2	2	2	2	0	2,102	0	647	1	0	383	7	432	5				394								
1/2000	4,316	1	5	1	4	3	6	0	0	7	7	0	0	7	2,102	0	647	1	0	383	7	432	5				394								
1/2000	4,317	1	1	1	27	1	1	1	4	3	7	0	0	2	2,101	0	647	5	1	383	7	432	4				394								
1/2000	4,317	1	2	2	25	2	1	1	3	3	7	0	0	5	2,101	0	647	5	1	383	7	432	4				394								
1/2000	4,317	1	3	1	8	3	6	1	2	2	2	1	1	0	2,102	0	647	1	0	383	7	432	4				394								
1/2000	4,317	1	4	1	1	3	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	4				394								
1/2000	4,318	1	1	1	52	1	1	2	0	7	7	0	0	2	1,703	0	647	5	1	383	7	432	7				394								
1/2000	4,318	1	2	2	42	2	1	1	4	2	7	0	0	2	201	0	647	5	1	383	7	432	7				394								
1/2000	4,318	1	3	1	16	3	6	2	0	7	7	0	0	9	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,318	1	4	1	14	3	6	1	4	2	2	3	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,318	1	5	2	12	3	6	1	4	2	2	2	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,318	1	6	2	8	3	6	1	3	2	2	1	2	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,318	1	7	2	3	3	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	7				394								
1/2000	4,319	1	1	1	61	1	1	1	2	2	7	0	0	7	3,001	0	647	5	1	383	7	432	8				394								
1/2000	4,319	1	2	2	47	2	1	1	2	2	7	0	0	7	903	1	647	5	1	383	7	432	8				394								
1/2000	4,319	1	3	2	24	3	6	2	0	7	7	0	0	6	2,104	0	647	5	1	383	7	432	8				394								
1/2000	4,319	1	4	1	20	3	6	1	8	2	7	0	0	4	2,102	0	647	1	0	383	7	432	8				394								
1/2000	4,319	1	5	2	17	3	6	1	2	3	3	3	2	0	2,102	0	647	1	0	383	7	432	8				394								
1/2000	4,319	1	6	2	15	3	6	1	7	2	2	1	2	0	2,102	0	647	1	0	383	7	432	8				394								
1/2000	4,319	1	7	2	3	5	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	8				394								
1/2000	4,319	1	8	1	0	5	6	0	0	0	0	0	0	0	2,102	0	647	1	0	383	7	432	8				394								
1/2000	4,320	1	1	2	90	1	5	2	0	7	7	0	0	9	3,001	0	647	5	1	383	7	432	3				394								
1/2000	4,320	1	2	1	32	5	6	1	7	2	7	0	0	5	2,102	0	647	1	0	383	7	432	3				394								
1/2000	4,320	1	3	1	29	5	6	1	4	2	7	0	0	5	2,102	0	647	1	0	383	7	432	3				394								
1/2000	4,321	1	1	1	40	1	1	1	5	2	7	0	0	2	705	1	647	1	0	506	8	433	7				555								
1/2000	4,321	1	2	2	30	2	1	1	3	2	7	0	0	4	705	1	647	1	0	506	8	433	7				555								
